Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Rua;lat;lon
Barra da Tijuca;14;2;2;212;5000.0;1200.0;650.0;Rua Prudente de Morais, 84;-23.008665;-43.359952
Irajá;2;1;0;65;1100.0;255.0;0.0;Rua das Palmeiras, 1128;-22.833591;-43.323667
Barra da Tijuca;2;2;1;105;3000.0;1500.0;0.0;Avenida Figueiredo Magalhães, 662;-23.000976;-43.368457
Vila Isabel;2;1;0;70;1100.0;550.0;0.0;Avenida General Polidoro, 428;-22.917032;-43.249372
São Conrado;4;3;4;600;23000.0;16864.0;3910.0;Rua Barata Ribeiro, 236;-23.005055;-43.262301
Gávea;3;1;1;108;5000.0;1769.0;226.0;Avenida Ataulfo de Paiva, 485;-22.975313;-43.233785
Recreio dos Bandeirantes;2;1;2;85;2300.0;1350.0;125.0;Rua Bartolomeu Mitre, 903;-23.021486;-43.466867
Catete;1;0;0;45;1600.0;500.0;55.0;Rua Prudente de Morais, 274;-22.926027;-43.171099
Barra da Tijuca;3;2;3;160;7000.0;1087.0;455.0;Rua Aristides Espínola, 679;-23.002363;-43.360848
Lagoa;3;2;1;130;5000.0;1000.0;300.0;Avenida Santa Clara, 801;-22.97089;-43.200605
Freguesia (Jacarepaguá);3;2;1;100;2100.0;780.0;140.0;Avenida Dias Ferreira, 555;-22.93718;-43.34597
Freguesia (Jacarepaguá);3;2;3;180;5500.0;1200.0;318.0;Rua das Flores, 1082;-22.936238;-43.344762
Copacabana;3;0;0;80;2500.0;800.0;157.0;Rua Marquês de Abrantes, 974;-22.970993;-43.177315
Recreio dos Bandeirantes;3;1;1;85;1900.0;450.0;112.0;Rua General Polidoro, 197;-23.026092;-43.467502
Barra da Tijuca;5;4;3;171;9000.0;2000.0;3500.0;Rua General San Martin, 997;-23.009399;-43.36299
Centro;1;0;0;42;2200.0;619.0;202.0;Rua Barão de Ipanema, 1169;-22.912563;-43.174981
Méier;2;1;0;62;1000.0;600.0;38.0;Rua Barão de Ipanema, 202;-22.898472;-43.28294
Leblon;4;3;4;260;13500.0;3100.0;0.0;Rua General Polidoro, 1015;-22.986498;-43.228836
Grajaú;2;0;0;65;1400.0;415.0;21.0;Rua Prudente de Morais, 1055;-22.925876;-43.25417
Lagoa;4;3;1;180;11000.0;2530.0;812.0;Rua São Clemente, 941;-22.970165;-43.202279
Copacabana;1;0;0;43;1800.0;639.0;76.0;Rua Santa Clara, 1031;-22.973254;-43.176486
Lagoa;2;1;1;80;2200.0;2600.0;420.0;Avenida Timóteo da Costa, 919;-22.981321;-43.204799
Flamengo;2;1;0;57;2800.0;832.0;98.0;Avenida Conde de Bonfim, 490;-22.933473;-43.170569
Campo Grande;3;1;1;98;1800.0;950.0;0.0;Rua Mena Barreto, 507;-22.902665;-43.556622
Jardim Botânico;3;1;2;170;6000.0;860.0;540.0;Avenida Conde de Bonfim, 1266;-22.97377;-43.219748
Leblon;4;2;2;207;15500.0;6000.0;934.0;Rua Voluntários da Pátria, 1146;-22.978062;-43.22156
Barra da Tijuca;4;4;4;518;38000.0;5004.0;1747.0;Rua Visconde de Pirajá, 970;-23.004733;-43.365523
Ipanema;1;0;1;50;2400.0;897.0;26.0;Rua Uruguai, 620;-22.986328;-43.212506
Recreio dos Bandeirantes;3;2;1;150;2500.0;1012.0;0.0;Avenida Vinícius de Moraes, 259;-23.027574;-43.462607
Copacabana;2;0;0;65;2700.0;710.0;130.0;Rua das Flores, 1260;-22.97701;-43.184166
Recreio dos Bandeirantes;4;3;2;300;4500.0;1500.0;580.0;Rua dos Ipês, 591;-23.02854;-43.463108
Recreio dos Bandeirantes;2;2;1;115;1900.0;661.0;0.0;Rua das Laranjeiras, 639;-23.018217;-43.470089
Recreio dos Bandeirantes;3;3;1;110;1500.0;873.0;0.0;Avenida Ataulfo de Paiva, 113;-23.022764;-43.461205
Barra da Tijuca;4;3;4;304;13000.0;3800.0;1350.0;Rua Bolívar, 1328;-23.008844;-43.361511
Tijuca;3;1;0;88;2300.0;790.0;885.0;Avenida Vinícius de Moraes, 272;-22.923739;-43.238658
Ipanema;3;1;1;145;7200.0;2900.0;500.0;Rua São Clemente, 1032;-22.984718;-43.208974
Urca;1;0;0;53;2800.0;770.0;0.0;Avenida das Palmeiras, 779;-22.947568;-43.159395
Ipanema;3;1;1;116;5000.0;1600.0;316.0;Avenida Conde de Bonfim, 484;-22.988658;-43.206866
Tijuca;3;1;0;116;2000.0;790.0;194.0;Rua Uruguai, 1011;-22.926165;-43.234903
Vila Isabel;3;0;0;82;1200.0;664.0;86.0;Avenida das Camélias, 1233;-22.92046;-43.23995
Barra da Tijuca;3;2;1;130;4800.0;1700.0;433.0;Rua Dias Ferreira, 1204;-23.0055;-43.367141
Freguesia (Jacarepaguá);3;1;1;90;1700.0;595.0;0.0;Rua Vinícius de Moraes, 1319;-22.939205;-43.338884
Flamengo;2;1;0;68;2000.0;536.0;148.0;Rua General Polidoro, 110;-22.937647;-43.179958
Copacabana;1;0;0;60;2800.0;620.0;128.0;Rua Álvaro Ramos, 1164;-22.976466;-43.188194
Taquara;2;1;0;53;1100.0;450.0;150.0;Avenida Conde de Bonfim, 260;-22.929182;-43.358473
Penha;2;0;0;64;950.0;180.0;0.0;Avenida Prudente de Morais, 813;-22.842038;-43.27587
Jardim Botânico;3;1;1;130;6400.0;1500.0;0.0;Rua Prudente de Morais, 1109;-22.96687;-43.229587
Leblon;2;1;0;90;3500.0;1300.0;200.0;Rua Prudente de Morais, 1127;-22.986711;-43.221472
Leblon;4;2;4;200;8500.0;2710.0;945.0;Rua Ataulfo de Paiva, 320;-22.984224;-43.226085
Tijuca;1;1;1;84;2000.0;718.0;120.0;Rua Conde de Bonfim, 272;-22.922682;-43.238573
Flamengo;1;0;0;30;1490.0;315.0;55.0;Rua Dias Ferreira, 1485;-22.936696;-43.171923
Maracanã;2;0;0;79;1700.0;600.0;0.0;Rua do Sacopã, 595;-22.923053;-43.228958
Copacabana;1;1;0;150;3000.0;1200.0;390.0;Avenida Santa Clara, 296;-22.966599;-43.176493
Barra da Tijuca;3;2;3;156;5500.0;2300.0;398.0;Rua General Polidoro, 1104;-23.00785;-43.363127
Flamengo;1;0;1;38;1450.0;690.0;55.0;Avenida Uruguai, 1068;-22.932003;-43.175189
Botafogo;2;0;0;115;2200.0;1045.0;190.0;Rua Uruguai, 734;-22.957581;-43.192106
Tijuca;2;0;0;49;1800.0;180.0;0.0;Rua dos Ipês, 1241;-22.928578;-43.234976
Jacarepaguá;2;1;1;80;1900.0;1350.0;100.0;Rua das Flores, 787;-22.956765;-43.365976
Copacabana;2;0;0;120;3800.0;1000.0;197.0;Rua Álvaro Ramos, 108;-22.973323;-43.181431
Barra da Tijuca;2;1;1;70;1800.0;681.0;120.0;Avenida Real Grandeza, 972;-23.010487;-43.368453
Bonsucesso;3;1;0;98;2800.0;390.0;0.0;Rua Mena Barreto, 719;-22.869636;-43.243417
Barra da Tijuca;2;1;1;70;3240.0;950.0;0.0;Rua Bolívar, 882;-22.999273;-43.370286
Flamengo;2;1;0;90;3200.0;980.0;0.0;Rua das Camélias, 157;-22.936454;-43.173646
Ipanema;2;0;0;99;3300.0;920.0;0.0;Rua das Acácias, 210;-22.987316;-43.210527
Copacabana;3;1;0;80;3100.0;700.0;1208.0;Rua Voluntários da Pátria, 92;-22.966777;-43.184355
Copacabana;2;1;0;74;2600.0;1021.0;0.0;Rua Barata Ribeiro, 316;-22.972812;-43.185022
Humaitá;2;1;0;75;2900.0;926.0;90.0;Rua Real Grandeza, 170;-22.95064;-43.190344
Barra da Tijuca;4;3;4;250;9500.0;2800.0;523.0;Rua Marquês de Abrantes, 1280;-23.009116;-43.363565
Recreio dos Bandeirantes;2;1;1;80;1600.0;770.0;108.0;Rua das Flores, 1495;-23.021149;-43.462562
Recreio dos Bandeirantes;3;4;1;217;3300.0;947.0;547.0;Rua Santa Clara, 1423;-23.02967;-43.467585
Ipanema;4;1;3;250;12000.0;2300.0;1037.0;Rua São João Batista, 1468;-22.982878;-43.205926
São Conrado;3;2;1;140;4700.0;1620.0;515.0;Avenida Timóteo da Costa, 577;-22.999816;-43.261876
Barra da Tijuca;4;3;2;260;7500.0;3550.0;350.0;Rua Ataulfo de Paiva, 488;-23.00573;-43.363983
Laranjeiras;2;0;0;85;2100.0;700.0;95.0;Avenida das Laranjeiras, 888;-22.937382;-43.190461
Rio Comprido;2;1;0;69;1900.0;600.0;70.0;Rua São João Batista, 953;-22.915096;-43.219596
Freguesia (Jacarepaguá);1;1;0;49;1050.0;580.0;36.0;Rua Real Grandeza, 500;-22.933979;-43.338407
Andaraí;2;1;0;56;1900.0;607.0;89.0;Rua São Clemente, 991;-22.929687;-43.246585
Ipanema;4;3;4;480;39000.0;9400.0;0.0;Rua das Acácias, 574;-22.983147;-43.211751
Barra da Tijuca;4;3;3;180;7000.0;1935.0;449.0;Rua Timóteo da Costa, 589;-23.009364;-43.369007
Copacabana;2;0;0;81;3000.0;770.0;159.0;Rua Prudente de Morais, 393;-22.974526;-43.181448
Barra da Tijuca;2;1;1;88;2400.0;1313.0;0.0;Rua dos Ipês, 1006;-23.000579;-43.35987
Vargem Pequena;2;1;1;80;1100.0;650.0;0.0;Rua dos Ipês, 1386;-22.985969;-43.458254
Ipanema;3;3;3;169;9000.0;2300.0;886.0;Rua do Sacopã, 1023;-22.982852;-43.215545
Flamengo;4;2;2;423;12000.0;3795.0;1253.0;Rua das Flores, 1279;-22.932048;-43.181482
Quintino Bocaiúva;2;0;0;67;900.0;320.0;0.0;Rua Vinícius de Moraes, 1182;-22.878543;-43.315911
Leblon;3;1;0;74;3300.0;700.0;83.0;Rua Álvaro Ramos, 851;-22.985831;-43.219955
Copacabana;2;0;0;110;2800.0;800.0;120.0;Rua das Flores, 749;-22.973856;-43.186273
Leme;1;0;0;31;1140.0;420.0;24.0;Avenida São João Batista, 1284;-22.963462;-43.164115
Recreio dos Bandeirantes;2;2;1;90;1500.0;720.0;199.0;Avenida Vinícius de Moraes, 567;-23.027949;-43.465269
Barra da Tijuca;2;1;0;70;2400.0;1800.0;150.0;Rua Voluntários da Pátria, 850;-23.009287;-43.361268
Inhaúma;3;1;0;60;750.0;236.0;0.0;Rua do Sacopã, 561;-22.855514;-43.266713
Glória;1;0;0;48;1400.0;480.0;20.0;Rua Voluntários da Pátria, 1258;-22.919589;-43.180079
Copacabana;5;1;1;400;8500.0;2160.0;365.0;Avenida das Acácias, 45;-22.973687;-43.184554
Ipanema;2;1;0;45;3000.0;575.0;25.0;Rua Vinícius de Moraes, 253;-22.983555;-43.210036
Pechincha;2;1;0;65;950.0;640.0;126.0;Rua das Flores, 69;-22.91658;-43.343179
Leblon;2;0;0;100;3800.0;900.0;195.0;Rua Santa Clara, 218;-22.984259;-43.224233
Grajaú;3;2;1;90;2950.0;700.0;100.0;Rua Figueiredo Magalhães, 1421;-22.934538;-43.25247
Marechal Hermes;2;1;0;70;850.0;200.0;0.0;Avenida Voluntários da Pátria, 130;-22.86654;-43.343092
Grajaú;1;0;0;30;800.0;283.0;187.0;Rua Uruguai, 649;-22.92898;-43.246143
Praça Seca;2;1;1;63;1100.0;361.0;0.0;Rua Uruguai, 1490;-22.896027;-43.346069
Barra da Tijuca;3;2;2;480;15000.0;2750.0;650.0;Rua Prudente de Morais, 459;-22.998996;-43.370515
Recreio dos Bandeirantes;2;2;1;72;1580.0;900.0;140.0;Avenida Real Grandeza, 1257;-23.019364;-43.471859
Laranjeiras;2;0;0;51;1900.0;450.0;25.0;Avenida do Sacopã, 242;-22.93829;-43.190982
Botafogo;1;0;0;17;1100.0;330.0;15.0;Rua Dias Ferreira, 601;-22.951481;-43.181711
Botafogo;3;0;0;100;6050.0;1155.0;234.0;Avenida São Clemente, 472;-22.95256;-43.191943
Lagoa;2;1;1;90;2700.0;1350.0;250.0;Avenida Marquês de Abrantes, 150;-22.979328;-43.206167
Lagoa;3;3;3;230;6000.0;4600.0;990.0;Avenida das Flores, 1464;-22.971192;-43.201106
Pechincha;2;1;1;62;1700.0;500.0;67.0;Rua do Sacopã, 1195;-22.914494;-43.336379
Leblon;2;2;1;113;3500.0;1365.0;387.0;Avenida Marquês de Abrantes, 1457;-22.983252;-43.223978
Flamengo;1;0;0;49;1700.0;440.0;68.0;Rua Álvaro Ramos, 585;-22.930342;-43.176005
Méier;1;0;0;53;900.0;484.0;37.0;Rua General San Martin, 125;-22.904461;-43.281202
Vila Isabel;2;1;0;63;1300.0;500.0;0.0;Avenida Mena Barreto, 922;-22.915342;-43.244047
Lagoa;3;3;1;250;11000.0;3500.0;889.0;Rua São Clemente, 1463;-22.981178;-43.20771
Humaitá;3;1;0;95;2300.0;1300.0;120.0;Avenida Álvaro Ramos, 1466;-22.958676;-43.195311
Flamengo;1;0;0;37;2300.0;485.0;56.0;Rua do Sacopã, 104;-22.935964;-43.181211
Curicica;1;1;0;45;700.0;356.0;126.0;Avenida General Polidoro, 810;-22.957459;-43.384477
Barra da Tijuca;2;1;0;90;2000.0;980.0;1600.0;Avenida Álvaro Ramos, 930;-23.002988;-43.368578
Barra da Tijuca;1;1;1;80;1700.0;980.0;250.0;Rua dos Ipês, 144;-23.00013;-43.359614
Barra da Tijuca;2;1;1;70;2200.0;1000.0;70.0;Avenida Álvaro Ramos, 573;-23.007789;-43.365746
Barra da Tijuca;4;3;1;190;5500.0;1600.0;435.0;Rua Visconde de Pirajá, 487;-23.001251;-43.364514
Copacabana;3;1;0;140;3500.0;1250.0;0.0;Rua São João Batista, 350;-22.969262;-43.180126
Tijuca;1;1;1;87;1400.0;1057.0;162.0;Avenida Real Grandeza, 289;-22.923037;-43.237974
Barra da Tijuca;4;3;2;210;5300.0;2080.0;500.0;Rua das Palmeiras, 767;-23.009212;-43.365028
Méier;1;0;0;50;1000.0;390.0;16.0;Rua Figueiredo Magalhães, 722;-22.90356;-43.273962
Flamengo;4;1;0;240;6000.0;2050.0;701.0;Rua Voluntários da Pátria, 349;-22.933739;-43.180998
Leblon;4;3;4;300;30000.0;4273.0;1557.0;Avenida das Laranjeiras, 708;-22.982149;-43.22989
Ipanema;3;1;1;140;7200.0;2900.0;500.0;Rua São João Batista, 1235;-22.979039;-43.209893
Jardim Botânico;2;1;1;86;4100.0;830.0;257.0;Rua Santa Clara, 960;-22.968922;-43.221319
Recreio dos Bandeirantes;4;3;4;203;6000.0;1200.0;420.0;Rua Barata Ribeiro, 997;-23.019925;-43.464827
Leblon;3;1;0;110;6200.0;885.0;0.0;Rua Visconde de Pirajá, 643;-22.981738;-43.218973
Tijuca;2;1;0;60;1800.0;420.0;0.0;Rua Bolívar, 694;-22.921955;-43.233931
Barra da Tijuca;2;1;1;140;4500.0;910.0;420.0;Rua Silva Rabelo, 305;-23.007914;-43.362058
Andaraí;1;0;1;30;1100.0;580.0;0.0;Avenida General San Martin, 416;-22.927578;-43.244433
Pechincha;2;1;0;52;700.0;420.0;35.0;Rua São Clemente, 304;-22.923271;-43.336227
Recreio dos Bandeirantes;2;1;1;75;2300.0;1220.0;134.0;Avenida General San Martin, 1143;-23.026704;-43.466047
Freguesia (Jacarepaguá);2;1;0;55;1000.0;390.0;36.0;Rua São João Batista, 722;-22.936602;-43.347498
Água Santa;2;1;0;70;800.0;250.0;14.0;Rua Silva Rabelo, 199;-22.896931;-43.289219
Lagoa;2;1;0;77;2700.0;1050.0;302.0;Rua Barata Ribeiro, 726;-22.974997;-43.20114
Copacabana;3;1;1;194;7500.0;1710.0;4641.0;Avenida Marquês de Abrantes, 677;-22.967713;-43.179224
Leblon;3;3;1;208;8000.0;1700.0;965.0;Rua Barão de Ipanema, 272;-22.979953;-43.227611
Gávea;3;1;2;220;7000.0;3200.0;450.0;Rua do Sacopã, 1130;-22.97729;-43.233795
Barra da Tijuca;3;2;1;204;4600.0;2321.0;489.0;Rua das Laranjeiras, 663;-23.006734;-43.367726
Barra da Tijuca;3;1;3;80;2800.0;1300.0;0.0;Rua Prudente de Morais, 1147;-23.006864;-43.366569
Leblon;4;2;2;205;15000.0;6000.0;772.0;Rua das Laranjeiras, 1302;-22.97864;-43.224525
Barra da Tijuca;3;2;1;165;6500.0;1503.0;330.0;Avenida Mena Barreto, 1363;-22.998514;-43.363638
Leblon;3;2;1;140;4500.0;2552.0;595.0;Rua Dias Ferreira, 33;-22.980303;-43.224969
Laranjeiras;3;1;1;150;3200.0;1504.0;301.0;Rua Santa Clara, 856;-22.933974;-43.185768
Moneró;1;1;0;47;1200.0;290.0;49.0;Rua Dias Ferreira, 345;-22.809774;-43.199861
Tijuca;2;1;0;70;1850.0;748.0;48.0;Avenida Bartolomeu Mitre, 1310;-22.922184;-43.229826
Leblon;2;1;1;82;5900.0;1128.0;300.0;Rua General San Martin, 409;-22.979121;-43.226728
Grajaú;2;0;0;70;1300.0;447.0;0.0;Rua Aristides Espínola, 839;-22.929524;-43.245334
Recreio dos Bandeirantes;4;2;2;160;1900.0;830.0;0.0;Rua General San Martin, 96;-23.026644;-43.470362
Barra da Tijuca;4;4;4;330;20000.0;1800.0;10500.0;Avenida das Laranjeiras, 1025;-22.999108;-43.366165
Barra da Tijuca;3;2;1;140;4900.0;1600.0;3580.0;Avenida Aristides Espínola, 404;-23.008197;-43.368894
Flamengo;2;1;1;60;3400.0;978.0;130.0;Rua Aristides Espínola, 1223;-22.927841;-43.180119
Itanhangá;2;1;1;58;900.0;500.0;212.0;Avenida Prudente de Morais, 404;-22.993977;-43.309486
Tijuca;3;1;1;106;2050.0;872.0;1008.0;Rua Real Grandeza, 1165;-22.926541;-43.23481
Leme;1;0;0;55;2000.0;585.0;79.0;Avenida Mena Barreto, 327;-22.960638;-43.17116
Ipanema;3;3;3;310;16000.0;3000.0;1100.0;Avenida das Camélias, 67;-22.989748;-43.208746
Vila Isabel;2;1;1;79;1300.0;950.0;30.0;Avenida Real Grandeza, 142;-22.922204;-43.243173
Barra da Tijuca;2;1;1;102;2500.0;1478.0;255.0;Rua Voluntários da Pátria, 291;-23.005757;-43.362035
Copacabana;3;1;1;160;4000.0;1617.0;300.0;Rua General San Martin, 1294;-22.974754;-43.183279
Copacabana;1;0;0;30;1200.0;650.0;54.0;Avenida Barão de Ipanema, 623;-22.969393;-43.179915
Quintino Bocaiúva;2;0;0;80;900.0;170.0;0.0;Rua Aristides Espínola, 1097;-22.87966;-43.31042
Ipanema;3;1;0;80;4000.0;1200.0;251.0;Rua das Flores, 308;-22.980745;-43.214427
Leblon;4;2;2;300;28000.0;3480.0;0.0;Rua Marquês de Abrantes, 1196;-22.987575;-43.224934
Freguesia (Jacarepaguá);3;1;1;77;2000.0;580.0;80.0;Rua Visconde de Pirajá, 418;-22.934209;-43.339967
Jardim Botânico;3;2;2;145;4680.0;1296.0;317.0;Avenida Figueiredo Magalhães, 609;-22.973643;-43.22908
Recreio dos Bandeirantes;3;2;1;185;2500.0;1355.0;2917.0;Rua General Polidoro, 62;-23.027504;-43.46224
Barra da Tijuca;1;1;1;68;2800.0;1250.0;219.0;Rua Barão de Ipanema, 324;-23.008557;-43.363329
Jardim Botânico;2;2;1;83;3500.0;1630.0;196.0;Avenida das Acácias, 349;-22.965691;-43.220488
Leblon;3;2;1;180;9500.0;2804.0;950.0;Rua dos Ipês, 932;-22.989194;-43.220091
Copacabana;2;1;1;110;4000.0;1010.0;252.0;Rua Barão de Ipanema, 1408;-22.96798;-43.18666
Botafogo;3;0;0;123;3200.0;421.0;182.0;Avenida Barão de Ipanema, 795;-22.94916;-43.187405
Recreio dos Bandeirantes;3;3;1;180;1300.0;1635.0;320.0;Rua Visconde de Pirajá, 438;-23.021263;-43.462554
Barra da Tijuca;3;2;3;120;2800.0;1280.0;360.0;Rua Bartolomeu Mitre, 762;-23.009086;-43.36814
Leblon;2;3;1;168;9000.0;2124.0;563.0;Rua Timóteo da Costa, 1370;-22.982808;-43.225759
Barra da Tijuca;1;0;0;71;2100.0;1200.0;220.0;Rua General Polidoro, 789;-23.007539;-43.362162
Tijuca;2;1;1;81;2350.0;849.0;80.0;Avenida das Laranjeiras, 1085;-22.929438;-43.230457
Jacarepaguá;2;1;1;67;2000.0;636.0;75.0;Rua Uruguai, 960;-22.952486;-43.35879
Recreio dos Bandeirantes;3;3;3;200;3900.0;800.0;310.0;Rua Visconde de Pirajá, 624;-23.024513;-43.46056
São Francisco Xavier;3;1;0;90;1900.0;210.0;160.0;Rua Visconde de Pirajá, 580;-22.897894;-43.233191
Lagoa;2;1;1;56;3500.0;1490.0;323.0;Rua Voluntários da Pátria, 1157;-22.96984;-43.198998
Leblon;4;2;1;200;11500.0;3055.0;500.0;Rua do Sacopã, 1246;-22.985758;-43.223224
Recreio dos Bandeirantes;2;1;1;65;1800.0;680.0;100.0;Rua Conde de Bonfim, 849;-23.029907;-43.469758
Recreio dos Bandeirantes;2;1;1;70;1500.0;737.0;142.0;Rua Mena Barreto, 1298;-23.024253;-43.471737
Tijuca;3;0;0;98;1700.0;390.0;93.0;Avenida Álvaro Ramos, 85;-22.931329;-43.235243
Andaraí;2;0;0;66;700.0;900.0;46.0;Avenida Voluntários da Pátria, 1121;-22.926104;-43.250309
Ipanema;3;2;1;200;6300.0;2200.0;400.0;Rua Barata Ribeiro, 1171;-22.979172;-43.213009
Pechincha;2;1;0;60;900.0;420.0;15.0;Rua Conde de Bonfim, 1438;-22.921652;-43.344931
Vila Valqueire;3;2;1;129;2200.0;755.0;195.0;Rua do Sacopã, 802;-22.89198;-43.356273
Santa Teresa;2;0;0;65;1400.0;600.0;0.0;Rua São Clemente, 310;-22.922186;-43.187206
Leblon;4;2;2;230;17900.0;5000.0;1000.0;Rua Aristides Espínola, 872;-22.979143;-43.220759
Gávea;3;1;1;138;7900.0;1900.0;3418.0;Avenida Bartolomeu Mitre, 1383;-22.981208;-43.226832
São Conrado;3;2;1;150;6500.0;1800.0;0.0;Rua das Flores, 144;-23.001814;-43.26577
Jacarepaguá;4;2;2;155;3000.0;1664.0;309.0;Avenida das Acácias, 120;-22.962059;-43.369744
Ipanema;3;1;0;130;8000.0;2000.0;480.0;Rua das Acácias, 1163;-22.988209;-43.205673
Botafogo;3;1;1;123;4000.0;1188.0;221.0;Rua Santa Clara, 787;-22.950329;-43.182114
Cachambi;2;0;0;50;900.0;313.0;0.0;Rua Barão de Ipanema, 706;-22.890047;-43.274931
Botafogo;1;0;0;38;1300.0;400.0;25.0;Rua Barata Ribeiro, 238;-22.955863;-43.183141
Tijuca;2;1;0;88;1100.0;693.0;32.0;Rua Timóteo da Costa, 1032;-22.928744;-43.229895
Lins de Vasconcelos;2;0;0;50;900.0;360.0;13.0;Rua Marquês de Abrantes, 468;-22.891523;-43.263567
Recreio dos Bandeirantes;3;1;1;80;1700.0;900.0;195.0;Avenida dos Ipês, 449;-23.027601;-43.464133
Copacabana;1;0;0;36;1700.0;632.0;69.0;Rua São Clemente, 936;-22.970274;-43.184722
Campo Grande;2;1;0;70;750.0;330.0;0.0;Rua Conde de Bonfim, 1043;-22.901876;-43.555017
Freguesia (Jacarepaguá);1;1;0;49;850.0;590.0;37.0;Rua Real Grandeza, 675;-22.937003;-43.341409
Copacabana;1;0;0;37;2200.0;555.0;70.0;Rua Conde de Bonfim, 667;-22.972192;-43.187159
Ipanema;3;1;1;126;6000.0;1667.0;590.0;Avenida Santa Clara, 823;-22.980885;-43.212755
Gávea;2;1;0;63;3300.0;650.0;0.0;Rua das Acácias, 933;-22.973775;-43.232829
Barra da Tijuca;2;1;0;74;2100.0;750.0;0.0;Rua Ataulfo de Paiva, 906;-22.999364;-43.365098
Barra da Tijuca;2;1;1;70;2300.0;1000.0;80.0;Rua Bartolomeu Mitre, 727;-23.00165;-43.370138
Barra da Tijuca;4;3;4;292;16000.0;5000.0;1500.0;Rua Timóteo da Costa, 1443;-22.99944;-43.365078
Barra da Tijuca;4;2;1;330;9000.0;3100.0;1085.0;Rua das Flores, 151;-23.005093;-43.368829
Recreio dos Bandeirantes;2;1;1;65;1800.0;560.0;0.0;Rua Prudente de Morais, 1102;-23.030193;-43.467217
Flamengo;3;0;1;110;3800.0;659.0;146.0;Rua dos Ipês, 1412;-22.938414;-43.17496
Botafogo;3;1;1;102;5100.0;1300.0;342.0;Rua Silva Rabelo, 965;-22.955892;-43.18518
Glória;1;0;0;28;1500.0;250.0;0.0;Rua Voluntários da Pátria, 1359;-22.919653;-43.172384
Barra da Tijuca;2;2;1;65;1600.0;1270.0;233.0;Avenida Uruguai, 1498;-23.004497;-43.361927
Engenho Novo;2;1;0;69;1250.0;600.0;0.0;Rua Bartolomeu Mitre, 401;-22.909213;-43.269857
Camorim;2;1;0;48;1000.0;340.0;90.0;Avenida dos Ipês, 794;-22.975411;-43.385578
Leblon;4;2;2;240;17900.0;5000.0;1000.0;Avenida Conde de Bonfim, 313;-22.982132;-43.22018
Laranjeiras;4;2;1;350;10000.0;3000.0;403.0;Rua Timóteo da Costa, 665;-22.933357;-43.181706
Barra da Tijuca;2;1;1;87;2300.0;1482.0;251.0;Avenida Vinícius de Moraes, 1199;-22.998673;-43.359179
Recreio dos Bandeirantes;2;1;1;70;1500.0;800.0;130.0;Rua das Acácias, 845;-23.02697;-43.46855
Barra da Tijuca;3;1;1;75;1900.0;750.0;60.0;Rua Bartolomeu Mitre, 1126;-23.004434;-43.36336
Barra da Tijuca;2;1;1;80;3500.0;1100.0;140.0;Rua Barata Ribeiro, 291;-23.006497;-43.367032
Copacabana;3;0;2;130;4000.0;950.0;200.0;Rua dos Ipês, 1141;-22.966894;-43.182845
Cascadura;3;0;0;58;990.0;100.0;0.0;Rua dos Ipês, 273;-22.884652;-43.334046
Humaitá;2;1;0;72;2900.0;815.0;96.0;Rua das Laranjeiras, 91;-22.95343;-43.1982
Jacarepaguá;2;1;2;68;1700.0;739.0;0.0;Avenida dos Ipês, 241;-22.956519;-43.370339
São Conrado;4;2;1;230;5150.0;2225.0;350.0;Rua Silva Rabelo, 116;-22.998521;-43.262464
Pechincha;2;1;1;61;1000.0;489.0;0.0;Rua Prudente de Morais, 276;-22.914967;-43.336983
Urca;3;1;1;220;16000.0;2757.0;544.0;Rua das Camélias, 312;-22.944553;-43.164706
Copacabana;3;1;0;290;8000.0;2032.0;7000.0;Rua Timóteo da Costa, 1430;-22.96918;-43.179502
Tijuca;2;1;0;72;1500.0;734.0;0.0;Rua Real Grandeza, 545;-22.925771;-43.236397
Praia da Bandeira;2;1;0;90;1400.0;480.0;85.0;Rua Bolívar, 1069;-22.883407;-43.230948
Tijuca;3;0;0;86;1500.0;690.0;83.0;Rua Voluntários da Pátria, 919;-22.931479;-43.23473
Ipanema;3;2;1;200;9500.0;3600.0;1500.0;Rua das Palmeiras, 163;-22.98048;-43.205874
Grajaú;2;0;0;53;1200.0;270.0;17.0;Rua Barão de Ipanema, 73;-22.9311;-43.249359
Copacabana;2;0;1;120;3800.0;1413.0;314.0;Rua das Acácias, 273;-22.974417;-43.182741
Copacabana;4;1;2;270;13500.0;2800.0;0.0;Rua Visconde de Pirajá, 1395;-22.967207;-43.177092
Ipanema;3;2;1;108;6000.0;2100.0;466.0;Avenida Figueiredo Magalhães, 27;-22.989586;-43.2045
Ipanema;3;2;1;220;9000.0;3600.0;1400.0;Avenida Voluntários da Pátria, 1456;-22.980644;-43.203958
Ipanema;1;0;1;46;1800.0;936.0;86.0;Avenida das Palmeiras, 924;-22.983196;-43.214662
Saúde;2;0;0;65;1300.0;468.0;30.0;Rua Figueiredo Magalhães, 238;-22.893523;-43.192093
Ipanema;1;0;1;48;2100.0;540.0;81.0;Rua Barão de Ipanema, 1274;-22.980923;-43.2147
Flamengo;2;1;1;90;3000.0;1200.0;120.0;Rua do Sacopã, 1454;-22.93313;-43.175682
